PolicyNumber,Fault,BasePolicy,VehiclePrice,Age,NumberOfSuppliments,AccidentArea,MonthClaimed_cos,Sex,VehicleCategory_Utility,VehicleCategory_Sport,Deductible_700,Deductible_400
15177,0,3,5,0.53125,1,1,-0.8660254037844387,1,0.0,0.0,0.0,1.0
5577,1,2,1,0.1875,0,1,0.5000000000000001,0,0.0,0.0,0.0,1.0
2738,1,2,1,0.328125,3,1,-1.0,0,0.0,0.0,0.0,1.0
11338,1,3,1,0.5625,0,1,1.0,0,0.0,0.0,0.0,1.0
12196,1,3,0,0.4375,0,1,-0.4999999999999998,0,0.0,0.0,0.0,1.0
9187,0,2,2,0.296875,0,1,0.5000000000000001,1,0.0,0.0,0.0,1.0
6085,0,2,1,0.171875,0,1,-1.8369701987210297e-16,0,0.0,0.0,0.0,1.0
7332,1,2,1,0.640625,0,1,6.123233995736766e-17,0,0.0,0.0,0.0,1.0
57,1,3,1,0.21875,0,1,-1.0,0,0.0,0.0,0.0,1.0
1006,1,1,1,0.453125,1,1,-0.4999999999999998,0,0.0,1.0,0.0,1.0
13759,0,3,2,0.3125,1,1,-0.5000000000000004,0,0.0,0.0,0.0,1.0
13918,1,1,3,0.34375,0,1,1.0,0,0.0,1.0,0.0,1.0
5896,1,1,5,0.734375,0,1,-0.8660254037844387,0,0.0,1.0,0.0,1.0
4132,1,2,1,0.265625,2,0,-0.8660254037844388,0,0.0,0.0,0.0,0.0
7191,1,3,1,0.28125,1,1,0.5000000000000001,0,0.0,0.0,0.0,1.0
7898,1,1,1,0.15625,0,1,-1.8369701987210297e-16,0,0.0,1.0,0.0,1.0
1068,1,1,2,0.359375,0,1,1.0,0,0.0,1.0,0.0,1.0
818,1,3,1,0.375,2,1,-1.0,0,0.0,0.0,0.0,1.0
9116,0,3,2,0.640625,0,1,-0.8660254037844387,0,0.0,0.0,0.0,1.0
341,0,2,5,0.484375,3,1,0.5000000000000001,0,0.0,0.0,0.0,1.0
10048,1,2,1,0.109375,0,0,0.5000000000000001,0,0.0,0.0,0.0,0.0
5768,1,1,5,0.296875,3,1,-0.8660254037844387,0,0.0,1.0,0.0,1.0
3519,1,1,2,0.1875,3,1,-0.8660254037844387,0,0.0,1.0,0.0,1.0
2524,1,1,1,0.265625,3,1,-1.8369701987210297e-16,0,0.0,1.0,0.0,1.0
5439,0,3,2,0.5,1,1,0.5000000000000001,0,0.0,0.0,0.0,1.0
2562,1,1,1,0.234375,2,1,0.8660254037844384,0,0.0,1.0,0.0,1.0
8154,1,1,1,0.328125,2,1,-0.5000000000000004,0,0.0,1.0,1.0,0.0
7563,1,2,1,0.171875,0,1,-0.8660254037844387,0,0.0,0.0,0.0,1.0
1444,1,3,5,0.28125,0,1,-0.5000000000000004,0,0.0,0.0,0.0,1.0
751,1,1,1,0.3125,2,0,-1.0,1,0.0,1.0,0.0,1.0
11000,1,1,0,0.390625,0,1,-1.0,0,0.0,1.0,0.0,1.0
1798,1,1,1,0.3125,0,1,-0.4999999999999998,0,0.0,1.0,0.0,1.0
14724,0,2,2,0.421875,0,1,-0.4999999999999998,0,0.0,0.0,0.0,1.0
15100,1,3,1,0.546875,1,0,-0.8660254037844387,0,0.0,0.0,0.0,1.0
13937,1,3,2,0.53125,0,1,1.0,0,0.0,0.0,0.0,1.0
12874,0,3,1,0.90625,3,1,0.5000000000000001,0,0.0,0.0,0.0,1.0
394,0,3,1,0.09375,0,1,-0.8660254037844388,0,0.0,0.0,0.0,1.0
4487,1,1,4,0.5625,0,1,0.8660254037844384,0,0.0,1.0,0.0,1.0
14759,1,3,5,0.734375,1,1,1.0,0,1.0,0.0,0.0,1.0
4800,1,2,1,0.515625,0,1,-1.8369701987210297e-16,0,0.0,0.0,0.0,1.0
1902,0,3,2,0.1875,3,1,-0.4999999999999998,0,0.0,0.0,0.0,1.0
5188,0,3,1,0.5625,3,1,-0.5000000000000004,0,0.0,0.0,0.0,1.0
5783,1,2,5,0.015625,0,1,-1.0,0,0.0,1.0,0.0,1.0
11593,1,2,1,0.21875,0,1,0.5000000000000001,0,0.0,0.0,0.0,1.0
3603,0,3,1,0.578125,0,1,-1.0,0,0.0,0.0,0.0,1.0
11397,1,1,5,0.28125,2,1,-0.8660254037844388,1,0.0,1.0,0.0,1.0
6363,1,2,1,0.03125,2,1,0.8660254037844384,0,0.0,0.0,0.0,1.0
6798,1,1,3,0.421875,3,1,0.8660254037844387,0,0.0,1.0,0.0,1.0
12018,1,1,1,0.15625,1,1,-0.8660254037844387,0,0.0,1.0,0.0,1.0
10198,1,1,1,0.625,0,1,-0.4999999999999998,0,0.0,1.0,0.0,1.0
2341,1,2,1,0.15625,1,1,1.0,0,0.0,0.0,0.0,1.0
6843,0,1,1,0.671875,0,1,0.5000000000000001,0,0.0,1.0,0.0,1.0
10087,1,2,2,0.421875,3,1,0.5000000000000001,0,0.0,0.0,0.0,1.0
12307,1,2,1,0.234375,0,0,-0.8660254037844387,0,0.0,0.0,0.0,1.0
1675,1,1,1,0.4375,3,1,0.8660254037844387,0,0.0,1.0,1.0,0.0
4598,1,1,1,0.4375,3,1,1.0,1,0.0,1.0,0.0,1.0
2493,0,3,1,0.234375,3,1,1.0,0,0.0,0.0,0.0,1.0
4565,1,2,2,0.34375,0,1,-1.8369701987210297e-16,0,0.0,0.0,0.0,1.0
4556,1,2,2,0.28125,0,1,-1.0,0,0.0,0.0,0.0,1.0
10545,1,3,0,0.75,0,1,0.8660254037844384,0,0.0,0.0,0.0,1.0
2192,1,1,2,0.15625,1,1,6.123233995736766e-17,0,0.0,1.0,0.0,1.0
789,1,3,2,0.515625,0,1,-0.8660254037844388,0,0.0,0.0,0.0,1.0
15224,0,3,1,0.71875,3,1,0.8660254037844387,0,0.0,0.0,0.0,1.0
3244,1,1,1,0.765625,0,1,0.8660254037844384,0,0.0,1.0,0.0,1.0
14443,0,2,1,0.609375,0,1,-0.4999999999999998,0,0.0,0.0,0.0,1.0
10991,1,1,1,0.234375,1,1,0.5000000000000001,0,0.0,1.0,0.0,1.0
11110,1,3,2,0.578125,0,1,-0.8660254037844388,0,0.0,0.0,0.0,1.0
7709,0,3,0,0.578125,1,1,1.0,0,0.0,0.0,0.0,1.0
12617,1,1,2,0.4375,0,1,0.8660254037844387,0,0.0,1.0,0.0,1.0
10631,1,1,5,0.171875,3,1,0.8660254037844387,0,0.0,1.0,0.0,1.0
710,0,2,1,0.515625,3,1,6.123233995736766e-17,0,0.0,0.0,0.0,1.0
5561,1,2,1,0.078125,0,1,-0.8660254037844387,0,0.0,0.0,0.0,1.0
14858,1,3,3,0.359375,0,1,-0.8660254037844387,0,1.0,0.0,0.0,1.0
12204,1,1,1,0.28125,3,1,-1.0,0,0.0,1.0,0.0,1.0
14217,1,2,1,0.296875,1,1,6.123233995736766e-17,0,0.0,0.0,0.0,1.0
9135,0,3,1,0.28125,3,1,0.8660254037844387,0,0.0,0.0,0.0,1.0
2026,1,1,1,0.59375,2,1,6.123233995736766e-17,0,0.0,1.0,0.0,1.0
2551,1,2,1,0.4375,0,1,0.8660254037844384,0,0.0,0.0,0.0,0.0
15357,0,1,2,0.359375,0,1,-1.0,0,0.0,1.0,0.0,1.0
14969,0,2,1,0.171875,0,1,-1.8369701987210297e-16,0,0.0,0.0,0.0,1.0
11362,1,1,5,0.734375,0,1,1.0,0,0.0,1.0,0.0,1.0
10752,0,1,1,0.21875,0,1,-1.0,1,0.0,1.0,0.0,1.0
11865,1,2,1,0.5,0,1,0.8660254037844384,0,0.0,0.0,0.0,1.0
6883,1,1,2,0.5625,0,1,0.8660254037844387,0,0.0,1.0,1.0,0.0
1669,1,2,5,0.34375,0,1,-0.8660254037844387,0,0.0,0.0,0.0,1.0
1611,1,3,2,0.59375,0,1,0.8660254037844387,0,0.0,0.0,0.0,1.0
1557,1,2,1,0.03125,3,1,0.8660254037844384,0,0.0,0.0,0.0,1.0
4816,0,2,5,0.21875,2,1,0.5000000000000001,1,0.0,1.0,0.0,1.0
8917,1,2,2,0.15625,0,1,6.123233995736766e-17,0,0.0,0.0,0.0,1.0
8132,0,3,1,0.28125,3,1,0.8660254037844384,0,0.0,0.0,0.0,1.0
2252,1,2,5,0.171875,2,1,-1.0,0,0.0,1.0,0.0,1.0
4434,0,2,2,0.390625,2,1,0.5000000000000001,0,0.0,0.0,1.0,0.0
8081,1,2,1,0.03125,1,1,-0.4999999999999998,0,0.0,0.0,0.0,1.0
12683,1,1,1,0.25,3,0,-1.0,0,0.0,1.0,0.0,1.0
8747,1,1,1,0.375,0,1,0.8660254037844387,0,0.0,1.0,0.0,1.0
478,0,3,3,0.328125,0,1,-0.8660254037844387,0,0.0,0.0,0.0,1.0
13338,1,2,1,0.6875,0,1,0.8660254037844384,0,0.0,0.0,0.0,1.0
13588,0,2,1,0.21875,0,1,-0.5000000000000004,0,0.0,0.0,0.0,1.0
4652,0,2,2,0.171875,3,1,1.0,0,0.0,0.0,0.0,1.0
4460,0,1,2,0.21875,2,1,-0.4999999999999998,0,0.0,1.0,0.0,1.0
9545,1,1,1,0.34375,0,1,-0.8660254037844388,1,0.0,1.0,0.0,1.0
7494,1,1,4,0.484375,0,1,0.8660254037844384,0,0.0,1.0,0.0,1.0
13193,1,1,3,0.453125,2,1,-1.8369701987210297e-16,0,0.0,1.0,0.0,1.0
5011,1,1,1,0.203125,0,0,-1.0,1,0.0,1.0,0.0,1.0
5779,0,1,1,0.21875,3,1,0.8660254037844384,0,0.0,1.0,0.0,1.0
12646,1,3,0,0.40625,0,0,-0.8660254037844388,0,0.0,0.0,0.0,1.0
1584,0,1,2,0.34375,2,1,0.5000000000000001,0,0.0,1.0,0.0,1.0
11256,1,1,1,0.65625,0,1,-0.8660254037844388,0,0.0,1.0,0.0,1.0
5703,1,1,2,0.1875,1,1,0.8660254037844384,0,0.0,1.0,0.0,1.0
12215,0,3,1,0.59375,0,1,-1.8369701987210297e-16,0,0.0,0.0,1.0,0.0
13116,1,2,5,0.359375,0,1,1.0,0,0.0,0.0,0.0,1.0
5448,0,3,1,0.21875,3,1,6.123233995736766e-17,0,0.0,0.0,0.0,1.0
2228,1,2,2,0.28125,0,1,0.5000000000000001,0,0.0,0.0,0.0,1.0
8518,1,2,2,0.375,1,1,-0.4999999999999998,0,0.0,0.0,0.0,0.0
15244,1,1,5,0.34375,0,1,-0.8660254037844387,0,0.0,1.0,0.0,1.0
11522,1,1,2,0.609375,3,1,0.5000000000000001,0,0.0,1.0,0.0,1.0
9359,1,1,2,0.203125,3,0,0.8660254037844387,0,0.0,1.0,0.0,1.0
7779,1,1,1,0.390625,0,1,6.123233995736766e-17,0,0.0,1.0,0.0,1.0
8350,1,3,1,0.84375,0,0,1.0,0,0.0,0.0,0.0,1.0
1908,0,3,0,0.59375,0,1,-0.4999999999999998,0,0.0,0.0,0.0,1.0
486,0,3,3,0.328125,1,0,-0.8660254037844388,0,0.0,0.0,0.0,1.0
13867,0,3,2,0.359375,1,1,-1.0,0,0.0,0.0,0.0,1.0
8528,1,1,2,0.421875,0,1,-0.8660254037844388,0,0.0,1.0,0.0,1.0
13438,0,3,1,0.28125,1,1,-0.8660254037844388,0,0.0,0.0,0.0,1.0
1450,1,3,5,0.359375,2,0,-1.0,0,0.0,0.0,0.0,1.0
7483,1,1,1,0.40625,1,1,-1.0,1,0.0,1.0,0.0,1.0
2398,1,1,5,0.578125,3,1,-0.8660254037844387,0,0.0,1.0,0.0,0.0
2945,1,1,1,0.1875,2,1,-0.8660254037844388,0,0.0,1.0,0.0,1.0
844,1,2,2,0.265625,0,0,-1.0,0,0.0,0.0,0.0,1.0
14356,1,1,2,0.171875,3,1,0.5000000000000001,0,0.0,1.0,0.0,1.0
8467,1,2,3,0.625,2,1,0.5000000000000001,0,0.0,0.0,0.0,0.0
7173,1,3,5,0.453125,3,1,-0.5000000000000004,0,1.0,0.0,0.0,1.0
13554,1,3,5,0.34375,0,1,1.0,0,0.0,0.0,0.0,1.0
2878,0,3,1,0.21875,0,1,-0.5000000000000004,0,0.0,0.0,0.0,1.0
8562,0,2,1,0.234375,3,1,0.8660254037844387,1,0.0,0.0,0.0,1.0
2579,1,1,1,0.390625,0,0,0.8660254037844384,1,0.0,1.0,0.0,1.0
2632,0,3,1,0.734375,0,1,-0.4999999999999998,0,0.0,0.0,0.0,1.0
12366,0,3,2,0.359375,0,0,-1.0,0,0.0,0.0,0.0,1.0
4291,1,2,2,0.59375,0,0,-0.5000000000000004,0,0.0,0.0,0.0,1.0
14651,0,2,1,0.15625,0,1,-1.8369701987210297e-16,0,0.0,0.0,0.0,1.0
213,1,2,1,0.390625,1,1,0.5000000000000001,0,0.0,0.0,0.0,1.0
2543,1,1,1,0.375,1,0,0.8660254037844387,0,0.0,1.0,1.0,0.0
10204,1,3,0,0.96875,3,0,0.8660254037844387,0,0.0,0.0,0.0,1.0
6356,0,2,2,0.40625,3,1,1.0,0,0.0,0.0,1.0,0.0
11746,0,2,1,0.203125,1,1,0.5000000000000001,1,0.0,0.0,0.0,1.0
9743,1,1,1,0.171875,3,0,1.0,0,0.0,1.0,0.0,1.0
12977,1,1,0,0.234375,0,1,-1.0,0,0.0,1.0,0.0,1.0
13513,0,3,2,0.28125,0,1,0.5000000000000001,0,0.0,0.0,0.0,1.0
12523,1,2,2,0.3125,0,1,0.5000000000000001,0,0.0,0.0,0.0,1.0
3290,1,1,1,0.390625,1,1,0.5000000000000001,0,0.0,1.0,0.0,1.0
7576,1,1,1,0.203125,0,1,0.8660254037844384,0,0.0,1.0,0.0,1.0
1527,1,1,2,0.75,3,1,-0.8660254037844387,0,0.0,1.0,0.0,1.0
11324,1,1,2,0.359375,3,1,-1.8369701987210297e-16,1,0.0,1.0,0.0,1.0
7016,1,2,2,0.21875,0,1,0.8660254037844387,0,0.0,0.0,0.0,1.0
3016,1,2,1,0.3125,3,1,-1.0,1,0.0,0.0,0.0,1.0
2452,1,2,1,0.515625,0,1,6.123233995736766e-17,0,0.0,0.0,0.0,1.0
1954,1,3,1,0.328125,0,1,0.8660254037844387,0,0.0,0.0,1.0,0.0
11142,1,1,2,0.09375,0,1,-0.4999999999999998,0,0.0,1.0,0.0,1.0
6553,0,1,2,0.3125,2,1,-1.8369701987210297e-16,0,0.0,1.0,0.0,1.0
11453,1,3,1,0.421875,1,1,-1.8369701987210297e-16,0,0.0,0.0,0.0,1.0
6933,1,2,1,0.453125,3,1,-1.0,0,0.0,0.0,0.0,1.0
538,1,2,2,0.234375,1,1,0.5000000000000001,0,0.0,0.0,0.0,1.0
5654,1,3,5,0.515625,3,1,-0.4999999999999998,0,0.0,0.0,0.0,1.0
1711,1,3,5,0.265625,0,1,0.5000000000000001,0,0.0,0.0,0.0,1.0
2875,1,3,0,0.359375,2,1,-0.8660254037844387,0,0.0,0.0,0.0,1.0
1494,1,2,1,0.15625,0,1,-0.5000000000000004,1,0.0,0.0,0.0,1.0
13393,1,3,1,0.5,0,1,-0.8660254037844387,0,0.0,0.0,1.0,0.0
14185,0,1,3,0.53125,3,1,0.8660254037844384,0,0.0,1.0,0.0,1.0
545,1,3,5,0.515625,3,1,6.123233995736766e-17,0,1.0,0.0,0.0,1.0
8388,1,2,2,0.984375,2,1,-1.8369701987210297e-16,0,0.0,0.0,0.0,1.0
7058,1,2,3,0.171875,2,1,0.8660254037844387,0,0.0,0.0,0.0,1.0
4283,0,2,5,0.0,0,1,-1.0,0,0.0,1.0,0.0,1.0
13034,1,2,1,0.75,0,1,-0.5000000000000004,0,0.0,0.0,0.0,1.0
10602,1,1,2,0.6875,0,1,6.123233995736766e-17,0,0.0,1.0,0.0,1.0
8056,0,1,1,0.1875,3,1,0.8660254037844384,0,0.0,1.0,0.0,1.0
6067,0,2,1,0.765625,3,1,-0.8660254037844388,0,0.0,0.0,0.0,1.0
3918,0,2,5,0.390625,3,1,-0.8660254037844387,0,0.0,0.0,0.0,1.0
7195,0,3,1,0.453125,0,1,-0.8660254037844388,1,0.0,0.0,0.0,1.0
12599,1,2,2,0.171875,0,1,-0.8660254037844388,0,0.0,0.0,0.0,1.0
5283,0,3,5,0.34375,0,1,0.8660254037844387,0,0.0,0.0,0.0,1.0
5673,1,3,1,0.484375,2,1,6.123233995736766e-17,0,0.0,0.0,0.0,1.0
4387,1,1,2,0.203125,0,1,-0.8660254037844387,0,0.0,1.0,0.0,0.0
5127,0,2,1,0.296875,0,1,-0.4999999999999998,0,0.0,0.0,0.0,1.0
15404,0,2,1,0.21875,1,1,0.8660254037844384,0,0.0,0.0,0.0,1.0
13977,1,2,1,0.40625,0,0,-1.0,0,0.0,0.0,0.0,1.0
2167,1,3,2,0.890625,0,0,-0.8660254037844387,0,0.0,0.0,0.0,1.0
13923,1,2,1,0.453125,2,1,-1.0,0,0.0,0.0,0.0,1.0
11141,1,1,1,0.59375,0,1,-0.4999999999999998,0,0.0,1.0,0.0,1.0
14588,1,2,2,0.328125,3,1,0.5000000000000001,0,0.0,0.0,0.0,1.0
14427,1,1,1,0.4375,3,1,0.5000000000000001,1,0.0,1.0,0.0,1.0
9466,0,3,1,0.171875,1,1,0.5000000000000001,0,0.0,0.0,0.0,1.0
2894,0,2,5,0.25,3,1,1.0,1,0.0,1.0,0.0,1.0
11308,1,1,2,0.296875,0,1,-1.8369701987210297e-16,0,0.0,1.0,0.0,1.0
1696,1,1,2,0.3125,1,1,-1.0,0,0.0,1.0,0.0,1.0
4658,1,1,2,0.296875,0,1,1.0,0,0.0,1.0,0.0,1.0
9572,1,2,3,0.359375,3,1,1.0,1,0.0,0.0,0.0,1.0
573,1,3,2,0.265625,0,1,-0.8660254037844387,0,0.0,0.0,0.0,1.0
7736,1,1,1,0.21875,3,0,-0.5000000000000004,0,0.0,1.0,0.0,1.0
14445,0,2,1,0.28125,0,1,-0.5000000000000004,0,0.0,0.0,0.0,1.0
6763,1,2,1,0.296875,3,1,0.5000000000000001,0,0.0,0.0,0.0,1.0
2569,1,1,1,0.484375,0,1,1.0,0,0.0,1.0,0.0,1.0
12342,0,2,1,0.21875,0,1,0.8660254037844384,0,0.0,0.0,0.0,1.0
5970,0,3,1,0.265625,0,1,6.123233995736766e-17,1,0.0,0.0,0.0,1.0
6352,0,1,1,0.53125,3,1,-0.8660254037844388,0,0.0,1.0,0.0,1.0
11132,0,3,0,0.59375,0,1,-0.5000000000000004,1,0.0,0.0,0.0,1.0
12268,1,1,5,0.359375,0,1,0.5000000000000001,1,0.0,1.0,0.0,1.0
13441,1,3,5,0.34375,3,1,-0.5000000000000004,0,0.0,0.0,0.0,1.0
1709,1,1,1,0.171875,1,1,0.5000000000000001,0,0.0,1.0,0.0,1.0
7744,0,3,0,0.15625,1,1,1.0,1,0.0,0.0,0.0,1.0
5252,1,1,2,0.15625,3,1,0.8660254037844387,0,0.0,1.0,0.0,1.0
2786,1,2,1,0.25,3,1,-0.5000000000000004,0,0.0,0.0,0.0,1.0
5717,1,2,5,0.6875,1,1,-0.5000000000000004,0,0.0,0.0,0.0,1.0
171,1,3,1,0.25,3,1,6.123233995736766e-17,0,0.0,0.0,0.0,1.0
8122,1,1,5,0.34375,1,1,-1.8369701987210297e-16,0,0.0,1.0,0.0,1.0
2990,0,1,1,0.21875,0,1,0.5000000000000001,0,0.0,1.0,0.0,1.0
9451,1,2,2,0.21875,0,1,0.8660254037844387,0,0.0,0.0,0.0,1.0
1948,0,2,5,0.453125,1,1,0.8660254037844387,0,0.0,1.0,0.0,1.0
11465,1,1,1,0.21875,3,1,-0.8660254037844387,0,0.0,1.0,0.0,1.0
9711,1,1,1,0.234375,0,1,-0.4999999999999998,0,0.0,1.0,0.0,1.0
3151,1,1,5,0.578125,1,0,-1.0,0,0.0,1.0,0.0,1.0
1375,1,1,2,0.484375,0,1,-0.8660254037844387,0,0.0,1.0,0.0,1.0
7960,0,3,2,0.515625,1,1,0.8660254037844384,1,0.0,0.0,0.0,1.0
7976,1,1,1,0.53125,0,1,-0.5000000000000004,0,0.0,1.0,0.0,1.0
12076,1,3,5,0.421875,3,1,0.5000000000000001,0,1.0,0.0,0.0,1.0
7595,1,3,1,0.4375,0,1,-0.8660254037844388,0,0.0,0.0,0.0,1.0
7652,1,1,1,0.234375,0,1,6.123233995736766e-17,0,0.0,1.0,0.0,1.0
1635,1,1,2,0.640625,0,1,-1.8369701987210297e-16,1,0.0,1.0,0.0,1.0
3794,1,2,1,0.203125,3,1,0.5000000000000001,1,0.0,0.0,0.0,1.0
55,1,2,2,0.453125,1,1,-1.0,0,0.0,0.0,0.0,1.0
6628,1,2,1,0.234375,0,1,0.8660254037844384,0,0.0,0.0,0.0,1.0
13452,1,1,1,0.421875,1,1,-1.0,0,0.0,1.0,0.0,1.0
14301,0,2,5,0.4375,0,1,0.5000000000000001,0,0.0,0.0,0.0,1.0
2956,1,3,5,0.484375,1,1,1.0,0,0.0,0.0,0.0,1.0
5676,1,1,1,0.15625,0,1,-0.8660254037844387,1,0.0,1.0,0.0,1.0
2508,1,2,1,0.1875,0,1,-1.8369701987210297e-16,0,0.0,0.0,0.0,1.0
3999,1,1,1,0.421875,0,1,-0.8660254037844387,0,0.0,1.0,0.0,1.0
1662,1,3,5,0.6875,1,1,0.8660254037844387,0,1.0,0.0,0.0,1.0
3692,1,2,2,0.296875,0,1,0.5000000000000001,0,0.0,0.0,0.0,1.0
9301,1,2,1,0.328125,0,1,0.5000000000000001,0,0.0,0.0,0.0,1.0
12074,0,3,1,0.09375,0,1,0.8660254037844387,0,0.0,0.0,0.0,1.0
2540,0,1,2,0.625,0,1,6.123233995736766e-17,0,0.0,1.0,0.0,1.0
14833,1,2,2,0.375,3,1,0.8660254037844384,0,0.0,0.0,0.0,1.0
6686,0,2,5,0.34375,3,1,-0.8660254037844387,0,0.0,0.0,0.0,1.0
11129,0,1,2,0.609375,1,1,-1.0,0,0.0,1.0,0.0,1.0
5149,1,1,5,0.265625,0,1,0.5000000000000001,0,0.0,1.0,0.0,1.0
4381,1,1,5,0.34375,0,1,-1.0,0,0.0,1.0,0.0,1.0
13023,0,3,1,0.375,3,1,-1.0,1,0.0,0.0,0.0,1.0
14807,1,2,2,0.21875,3,1,-1.8369701987210297e-16,0,0.0,0.0,0.0,1.0
12506,0,1,2,0.515625,0,1,6.123233995736766e-17,0,0.0,1.0,0.0,1.0
7875,1,1,1,0.5625,0,1,-0.8660254037844388,1,0.0,1.0,0.0,1.0
4079,0,3,1,0.578125,0,1,-1.0,0,0.0,0.0,0.0,1.0
15216,1,2,1,0.21875,0,0,0.8660254037844387,0,0.0,0.0,0.0,1.0
8183,1,1,2,0.5,3,1,0.8660254037844384,0,0.0,1.0,0.0,1.0
13273,1,1,1,0.171875,1,1,0.8660254037844384,1,0.0,1.0,0.0,1.0
10705,1,2,1,0.3125,2,1,-0.8660254037844388,0,0.0,0.0,0.0,1.0
14042,0,3,1,0.078125,0,1,-0.5000000000000004,0,0.0,0.0,0.0,1.0
1822,1,2,1,0.40625,0,1,-0.4999999999999998,1,0.0,0.0,0.0,1.0
4062,0,3,1,0.359375,2,1,-1.0,0,0.0,0.0,1.0,0.0
372,1,2,1,0.546875,3,1,-0.4999999999999998,0,0.0,0.0,0.0,1.0
8758,1,3,1,0.546875,2,1,0.5000000000000001,1,0.0,0.0,0.0,1.0
5733,0,1,2,0.15625,0,1,-0.8660254037844387,0,0.0,1.0,0.0,1.0
9072,1,2,1,0.40625,3,1,-0.4999999999999998,0,0.0,0.0,0.0,1.0
2731,1,2,5,0.34375,0,0,-0.4999999999999998,0,0.0,0.0,0.0,1.0
14760,1,1,1,0.328125,1,1,0.5000000000000001,0,0.0,1.0,0.0,1.0
881,1,3,5,0.25,0,1,0.8660254037844384,0,0.0,0.0,0.0,1.0
5500,1,2,1,0.375,2,0,1.0,0,0.0,0.0,0.0,1.0
14838,1,2,0,0.203125,3,1,0.5000000000000001,0,0.0,0.0,0.0,1.0
14234,1,1,2,0.40625,2,1,-0.4999999999999998,0,0.0,1.0,0.0,1.0
14340,1,1,1,0.5,1,1,0.8660254037844384,0,0.0,1.0,0.0,1.0
7718,1,1,1,0.21875,3,1,-0.8660254037844388,1,0.0,1.0,0.0,1.0
5509,1,2,1,0.484375,0,1,0.5000000000000001,1,0.0,0.0,0.0,0.0
14437,1,2,1,0.546875,3,1,-0.5000000000000004,0,0.0,0.0,0.0,1.0
9042,1,2,1,0.296875,0,1,0.8660254037844384,0,0.0,0.0,0.0,1.0
3368,1,1,2,0.390625,3,1,1.0,0,0.0,1.0,0.0,1.0
4439,0,3,1,0.703125,0,1,0.8660254037844384,0,0.0,0.0,0.0,1.0
10609,1,2,1,0.265625,0,1,0.8660254037844384,0,0.0,0.0,0.0,0.0
4244,1,2,1,0.15625,0,1,0.8660254037844384,0,0.0,0.0,0.0,1.0
12499,1,1,1,0.15625,0,1,-1.0,0,0.0,1.0,0.0,1.0
3295,1,1,1,0.234375,0,1,6.123233995736766e-17,0,0.0,1.0,0.0,1.0
5687,1,2,1,0.25,0,1,-0.8660254037844388,0,0.0,0.0,0.0,1.0
9582,1,2,1,0.3125,3,0,6.123233995736766e-17,1,0.0,0.0,0.0,1.0
336,1,2,1,0.203125,2,1,-0.5000000000000004,1,0.0,0.0,0.0,1.0
12316,0,3,1,0.46875,2,1,-0.8660254037844387,0,0.0,0.0,0.0,1.0
5013,1,3,1,0.3125,1,1,-0.8660254037844387,0,0.0,0.0,0.0,1.0
14550,1,1,1,0.46875,3,1,-0.8660254037844388,0,0.0,1.0,0.0,1.0
6043,1,1,2,0.4375,0,1,-0.5000000000000004,0,0.0,1.0,0.0,1.0
14552,1,1,5,0.28125,3,1,-1.0,0,0.0,1.0,0.0,1.0
1930,0,2,1,0.1875,0,0,0.5000000000000001,0,0.0,0.0,0.0,1.0
9208,1,2,1,0.265625,3,1,1.0,0,0.0,0.0,0.0,1.0
7371,1,3,1,0.390625,0,1,0.5000000000000001,0,0.0,0.0,0.0,1.0
8485,1,1,1,0.328125,3,1,0.5000000000000001,1,0.0,1.0,0.0,1.0
14158,1,3,0,0.15625,0,1,0.5000000000000001,0,0.0,0.0,0.0,1.0
7237,0,2,3,0.84375,2,1,0.5000000000000001,0,0.0,0.0,0.0,1.0
7566,1,3,0,0.859375,3,1,-0.4999999999999998,0,0.0,0.0,0.0,1.0
2015,1,1,1,0.15625,1,1,6.123233995736766e-17,1,0.0,1.0,0.0,1.0
13741,1,3,2,0.75,3,1,0.8660254037844387,0,0.0,1.0,0.0,1.0
8669,1,1,2,0.5,0,1,0.5000000000000001,0,0.0,1.0,0.0,1.0
8243,1,3,1,0.359375,0,1,-0.5000000000000004,0,0.0,0.0,0.0,1.0
8541,0,2,1,0.375,0,1,-1.8369701987210297e-16,0,0.0,0.0,0.0,1.0
1137,1,1,1,0.25,0,1,0.5000000000000001,0,0.0,1.0,0.0,1.0
2270,1,1,2,0.328125,0,1,0.8660254037844384,0,0.0,1.0,0.0,1.0
1377,1,1,1,0.734375,2,1,-0.4999999999999998,0,0.0,1.0,0.0,1.0
292,1,3,0,0.6875,2,1,0.8660254037844387,1,0.0,0.0,0.0,1.0
5277,1,1,1,0.390625,0,1,-0.4999999999999998,0,0.0,1.0,0.0,1.0
13439,1,3,1,0.359375,0,1,1.0,0,0.0,0.0,0.0,1.0
13436,1,2,2,0.34375,2,1,-0.8660254037844388,0,0.0,0.0,0.0,1.0
810,1,2,2,0.328125,0,1,-0.8660254037844387,0,0.0,0.0,0.0,1.0
6393,1,1,1,0.265625,2,1,0.8660254037844384,0,0.0,1.0,0.0,1.0
7611,0,1,2,0.609375,3,1,6.123233995736766e-17,0,0.0,1.0,0.0,1.0
12552,1,2,1,0.25,1,1,-0.8660254037844388,0,0.0,0.0,0.0,1.0
8241,1,2,2,0.5625,0,1,-1.0,0,0.0,0.0,0.0,1.0
